name,author,instruments,domain,file_urls,files
Prélude 9,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-9/Chop-28-9.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-9/Chop-28-9.mid', 'path': 'PRLUDE_9.mid', 'checksum': 'ec6f0c4d8bd7ae89e375de02b67ba68f', 'status': 'downloaded'}]"
Prélude 14,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-14/Chop-28-14.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-14/Chop-28-14.mid', 'path': 'PRLUDE_14.mid', 'checksum': '2a5906ce0c8ef49aa3555b3f0237fa9c', 'status': 'downloaded'}]"
Première Ballade,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O23/chopin-op23-ballade-1/chopin-op23-ballade-1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O23/chopin-op23-ballade-1/chopin-op23-ballade-1.mid', 'path': 'PREMIRE_BALLADE.mid', 'checksum': 'b2e4b1c0018964028c9a88f7f304303c', 'status': 'downloaded'}]"
Prélude 12,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-12/Chop-28-12.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-12/Chop-28-12.mid', 'path': 'PRLUDE_12.mid', 'checksum': 'e8fda533cb1bae0b60edc4ea1fb13cd9', 'status': 'downloaded'}]"
"Prelude: Op. 28, No. 7",F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-7/Chop-28-7.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-7/Chop-28-7.mid', 'path': 'PRELUDE_OP_28_NO_7.mid', 'checksum': '9973a55f135b783a1ca5cbb4ef1d4895', 'status': 'downloaded'}]"
Prélude 10,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-10/Chop-28-10.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-10/Chop-28-10.mid', 'path': 'PRLUDE_10.mid', 'checksum': '212544880a0ec9f15cb666d8f5b58504', 'status': 'downloaded'}]"
Prélude 13,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-13/Chop-28-13.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-13/Chop-28-13.mid', 'path': 'PRLUDE_13.mid', 'checksum': 'b0ffeb8156cbac0f57538a6a84c13739', 'status': 'downloaded'}]"
"Prelude: Op. 28, No. 15",F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-15/Chop-28-15.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-15/Chop-28-15.mid', 'path': 'PRELUDE_OP_28_NO_15.mid', 'checksum': '50b49dbddd54dd2e7f19da46839488d8', 'status': 'downloaded'}]"
Prélude 8,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-8/Chop-28-8.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-8/Chop-28-8.mid', 'path': 'PRLUDE_8.mid', 'checksum': 'bca434b21069302e0abeca2566ae143f', 'status': 'downloaded'}]"
Prélude 16,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-16/Chop-28-16.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-16/Chop-28-16.mid', 'path': 'PRLUDE_16.mid', 'checksum': '429a0df90496c8b52d8749a60377f80d', 'status': 'downloaded'}]"
"Prelude: Op. 28, No. 20",F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-20/Chop-28-20.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-20/Chop-28-20.mid', 'path': 'PRELUDE_OP_28_NO_20.mid', 'checksum': 'b55cbf13c3d6c3ccc34c03e83c8e01bc', 'status': 'downloaded'}]"
Prélude 23,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-23/Chop-28-23.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-23/Chop-28-23.mid', 'path': 'PRLUDE_23.mid', 'checksum': 'beb2d48110010bd5e7cc223f853ada96', 'status': 'downloaded'}]"
"Mazurka: Op.33, No.1",F. F. Chopin (1810–1849),Piano,Creative Commons Attribution 3.0,https://www.mutopiaproject.org/ftp/ChopinFF/O33/Mazurka-Op33-No1/Mazurka-Op33-No1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O33/Mazurka-Op33-No1/Mazurka-Op33-No1.mid', 'path': 'MAZURKA_OP33_NO1.mid', 'checksum': '7968646e78c4453d8f207a9927b55c96', 'status': 'downloaded'}]"
Prélude 19,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-19/Chop-28-19.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-19/Chop-28-19.mid', 'path': 'PRLUDE_19.mid', 'checksum': 'cdb1f5d68faf512c62a1257baffce4f6', 'status': 'downloaded'}]"
Prélude 24,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-24/Chop-28-24.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-24/Chop-28-24.mid', 'path': 'PRLUDE_24.mid', 'checksum': '2bc2c58cb414c832ae4052ff54316ee2', 'status': 'downloaded'}]"
Prélude 18,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-18/Chop-28-18.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-18/Chop-28-18.mid', 'path': 'PRLUDE_18.mid', 'checksum': 'dcf4bb08059c9d9305a73181782f9d26', 'status': 'downloaded'}]"
Prélude 22,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-22/Chop-28-22.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-22/Chop-28-22.mid', 'path': 'PRLUDE_22.mid', 'checksum': '542ad9d34d3aa96f4f9c602bf62e07ac', 'status': 'downloaded'}]"
Prélude 21,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-21/Chop-28-21.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-21/Chop-28-21.mid', 'path': 'PRLUDE_21.mid', 'checksum': '32a8a94d29aead8a8837bba4e8ab6269', 'status': 'downloaded'}]"
Prélude 17,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-17/Chop-28-17.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O28/Chop-28-17/Chop-28-17.mid', 'path': 'PRLUDE_17.mid', 'checksum': '86296bc24898d0f52206b812b5ae125c', 'status': 'downloaded'}]"
Prelude,F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O45/chopin_prelude_op45/chopin_prelude_op45.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O45/chopin_prelude_op45/chopin_prelude_op45.mid', 'path': 'PRELUDE.mid', 'checksum': '98abb2fff7697d1f76568fbf51ef8fc5', 'status': 'uptodate'}]"
Sonate 2 b-moll,F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O35/chp-op-35-4-scholz-fi/chp-op-35-4-scholz-fi.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O35/chp-op-35-4-scholz-fi/chp-op-35-4-scholz-fi.mid', 'path': 'SONATE_2_BMOLL.mid', 'checksum': '71cb23b7c53e82c6b9d09a5d86657f92', 'status': 'downloaded'}]"
Ellen's Song,O. Comeau (1924–1971),Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/ComeauO/ellens_song/ellens_song.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ComeauO/ellens_song/ellens_song.mid', 'path': 'ELLENS_SONG.mid', 'checksum': '09bcfa9dc767f272c8c46471607b67a3', 'status': 'downloaded'}]"
Walzer h-moll,F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O69/w10-h-moll-cfi/w10-h-moll-cfi.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O69/w10-h-moll-cfi/w10-h-moll-cfi.mid', 'path': 'WALZER_HMOLL.mid', 'checksum': 'ef79cc7710d2e59e201a6c739d3de8b5', 'status': 'downloaded'}]"
"Valse Op. 64, No. 1 ('Minute Waltz')",F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O64/chopin_valse_op64_no1/chopin_valse_op64_no1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O64/chopin_valse_op64_no1/chopin_valse_op64_no1.mid', 'path': 'VALSE_OP_64_NO_1_MINUTE_WALTZ.mid', 'checksum': '38965973c677f0dc73334cbe6f357a09', 'status': 'downloaded'}]"
I Cannot Sing the Old Songs,Claribel [C. A. Barnard (1830–1869)],Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/Claribel/oldsong/oldsong.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Claribel/oldsong/oldsong.mid', 'path': 'I_CANNOT_SING_THE_OLD_SONGS.mid', 'checksum': 'ff2027e502e1afec7d780fc0e9669f6c', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 2",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-2/op840-2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-2/op840-2.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_2.mid', 'checksum': '0f9de3c30347f548cf65ea883e53754a', 'status': 'downloaded'}]"
Nocturne No. 19 in E minor,F. F. Chopin (1810–1849),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/ChopinFF/O72/nocturne_in_e_minor/nocturne_in_e_minor.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O72/nocturne_in_e_minor/nocturne_in_e_minor.mid', 'path': 'NOCTURNE_NO_19_IN_E_MINOR.mid', 'checksum': '12c12078783a8d7b7165254f53d73030', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 1",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-1/op840-1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-1/op840-1.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_1.mid', 'checksum': 'dd5653085e3099f314f802f0c5410d9a', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 5",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-5/op840-5.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-5/op840-5.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_5.mid', 'checksum': 'b2f5a0dc4bfc07b789b9fb1f2ac16edb', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 4",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-4/op840-4.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-4/op840-4.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_4.mid', 'checksum': 'b212d4c4ebb5bb7313bedf6e61c2bd2b', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 8",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-8/op840-8.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-8/op840-8.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_8.mid', 'checksum': 'e1be37faad06d78f2d24733b6e7c103e', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 6",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-6/op840-6.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-6/op840-6.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_6.mid', 'checksum': 'c3a84dbc4c850470655068371214fbe7', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 9",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-9/op840-9.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-9/op840-9.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_9.mid', 'checksum': '0349122d3190b7d725a2b9fa88899cf9', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 3",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-3/op840-3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-3/op840-3.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_3.mid', 'checksum': '6f255f95f1ea329ef91912082bbc5c3e', 'status': 'downloaded'}]"
Ein Ton,P. Cornelius (1824–1874),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/CorneliusP/cornelius-ein-ton/cornelius-ein-ton.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CorneliusP/cornelius-ein-ton/cornelius-ein-ton.mid', 'path': 'EIN_TON.mid', 'checksum': '6130b55daa106d447247c063fc7454d9', 'status': 'downloaded'}]"
Fantaisie-Impromptu,F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O66/chopin_fantaisie-impromptu/chopin_fantaisie-impromptu.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O66/chopin_fantaisie-impromptu/chopin_fantaisie-impromptu.mid', 'path': 'FANTAISIEIMPROMPTU.mid', 'checksum': 'e825a64ae09fe96a6e4c9dd3645593c7', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 3",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_003/Czerny_Op_821_No_003.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_003/Czerny_Op_821_No_003.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_3.mid', 'checksum': '498e5841d397cabdc1242e278c4d39f1', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 4",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_004/Czerny_Op_821_No_004.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_004/Czerny_Op_821_No_004.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_4.mid', 'checksum': '942e7cf6cfbf59219440ad8ff30fcc6d', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 10",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-10/op840-10.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-10/op840-10.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_10.mid', 'checksum': 'd2d53571fb7fa30f113dd5dd595a1385', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 6",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_006/Czerny_Op_821_No_006.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_006/Czerny_Op_821_No_006.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_6.mid', 'checksum': '1e10bfbc489d85832ecf2c8d18ebdb84', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 7",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_007/Czerny_Op_821_No_007.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_007/Czerny_Op_821_No_007.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_7.mid', 'checksum': '577209f6b166cbe4d12227792f7b38f8', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 5",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_005/Czerny_Op_821_No_005.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_005/Czerny_Op_821_No_005.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_5.mid', 'checksum': 'f137105871252d6f1efd08fb1a0e4143', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 8",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_008/Czerny_Op_821_No_008.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_008/Czerny_Op_821_No_008.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_8.mid', 'checksum': '1b0a83df8349dcb798ef4121a3e77ec9', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 9",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_009/Czerny_Op_821_No_009.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_009/Czerny_Op_821_No_009.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_9.mid', 'checksum': 'fce67ce53b56487f5a09cb95801d4534', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 2",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_002/Czerny_Op_821_No_002.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_002/Czerny_Op_821_No_002.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_2.mid', 'checksum': '9c34001054479095dc83f457900ecac8', 'status': 'downloaded'}]"
"50 Melodische Übungsstücke, No. 7",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-7/op840-7.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/O840/op840-7/op840-7.mid', 'path': '50_MELODISCHE_BUNGSSTCKE_NO_7.mid', 'checksum': '7e0de1519f16021b906d31f64dafee8e', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 1",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_001/Czerny_Op_821_No_001.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_001/Czerny_Op_821_No_001.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_1.mid', 'checksum': '7a21c52e9880c5b2d40f56ce44a8d35a', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 10",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_010/Czerny_Op_821_No_010.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_010/Czerny_Op_821_No_010.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_10.mid', 'checksum': 'd4eb823efba5580aac47f0ed8948c72e', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 11",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_011/Czerny_Op_821_No_011.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_011/Czerny_Op_821_No_011.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_11.mid', 'checksum': '8a3f864a63166f27c326af378c8e2d8b', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 12",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_012/Czerny_Op_821_No_012.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_012/Czerny_Op_821_No_012.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_12.mid', 'checksum': 'b12504ac17714d4856edc778eecd2ffa', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 14",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_014/Czerny_Op_821_No_014.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_014/Czerny_Op_821_No_014.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_14.mid', 'checksum': '610748794ff9375f0b3b72e1bffd0fe4', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 15",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_015/Czerny_Op_821_No_015.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_015/Czerny_Op_821_No_015.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_15.mid', 'checksum': '8c9486bf139c3169a37fbb5f5d398261', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 16",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_016/Czerny_Op_821_No_016.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_016/Czerny_Op_821_No_016.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_16.mid', 'checksum': '8082c3457392c90a563f89d202ff1c88', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 18",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_018/Czerny_Op_821_No_018.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_018/Czerny_Op_821_No_018.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_18.mid', 'checksum': '2281b175843295c5d4212c7d88e38b5b', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 19",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_019/Czerny_Op_821_No_019.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_019/Czerny_Op_821_No_019.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_19.mid', 'checksum': 'a7cce9dd4f1560fb1edb2fe08e85a96c', 'status': 'downloaded'}]"
Ballade number 4,F. F. Chopin (1810–1849),Piano,Public Domain,https://www.mutopiaproject.org/ftp/ChopinFF/O52/ballade-4/ballade-4.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ChopinFF/O52/ballade-4/ballade-4.mid', 'path': 'BALLADE_NUMBER_4.mid', 'checksum': '59c8471d655d11958d4f07013441a36c', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 13",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_013/Czerny_Op_821_No_013.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_013/Czerny_Op_821_No_013.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_13.mid', 'checksum': 'e8ffa53d531ce69d7ca060ad1f787389', 'status': 'downloaded'}]"
"160 Eight-Measure Exercises, No. 17",C. Czerny (1791–1857),Piano,Public Domain,https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_017/Czerny_Op_821_No_017.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/CzernyC/Op_821/Czerny_Op_821_No_017/Czerny_Op_821_No_017.mid', 'path': '160_EIGHTMEASURE_EXERCISES_NO_17.mid', 'checksum': 'a5aff84162eb09a187e557576e330652', 'status': 'downloaded'}]"
28 melodische Übungsstücke (No. 1),A. Diabelli (1781–1858),Piano Duet,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/DiabelliA/O149/diabeli.op149.1/diabeli.op149.1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/DiabelliA/O149/diabeli.op149.1/diabeli.op149.1.mid', 'path': '28_MELODISCHE_BUNGSSTCKE_NO_1.mid', 'checksum': '721c59645d5d9e2c4c6a69035f7f9592', 'status': 'downloaded'}]"
Première Arabesque,C. Debussy (1862–1918),Piano,Public Domain,https://www.mutopiaproject.org/ftp/DebussyC/L66/debussy_Arabesque_1/debussy_Arabesque_1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/DebussyC/L66/debussy_Arabesque_1/debussy_Arabesque_1.mid', 'path': 'PREMIRE_ARABESQUE.mid', 'checksum': '8108c0e1b1339228a5b46640f17b1d9b', 'status': 'downloaded'}]"
